State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall
Gujarat,SURAT,2002,Summer,Groundnut,7700.0,12900.0,637.2
Gujarat,SURAT,2002,Summer,Rice,5100.0,24600.0,637.2
Gujarat,SURAT,2002,Whole Year,Onion,500.0,13000.0,637.2
Gujarat,SURENDRANAGAR,2002,Kharif,Bajra,73300.0,46900.0,637.2
Gujarat,SURENDRANAGAR,2002,Kharif,Cotton(lint),420100.0,254000.0,637.2
Gujarat,SURENDRANAGAR,2002,Kharif,Groundnut,21400.0,25700.0,637.2
Gujarat,SURENDRANAGAR,2002,Kharif,Rice,600.0,600.0,637.2
Gujarat,SURENDRANAGAR,2002,Rabi,Wheat,15300.0,28300.0,637.2
Gujarat,SURENDRANAGAR,2002,Summer,Bajra,500.0,800.0,637.2
Gujarat,SURENDRANAGAR,2002,Summer,Groundnut,600.0,1100.0,637.2
Gujarat,SURENDRANAGAR,2002,Whole Year,Onion,400.0,10300.0,637.2
Gujarat,VADODARA,2002,Kharif,Bajra,10100.0,11700.0,637.2
Gujarat,VADODARA,2002,Kharif,Cotton(lint),158400.0,243800.0,637.2
Gujarat,VADODARA,2002,Kharif,Groundnut,1400.0,700.0,637.2
Gujarat,VADODARA,2002,Kharif,Rice,47200.0,38000.0,637.2
Gujarat,VADODARA,2002,Rabi,Wheat,10500.0,24000.0,637.2
Gujarat,VADODARA,2002,Summer,Bajra,3600.0,6300.0,637.2
Gujarat,VADODARA,2002,Summer,Groundnut,4100.0,7300.0,637.2
Gujarat,VADODARA,2002,Whole Year,Potato,600.0,12600.0,637.2
Gujarat,VALSAD,2002,Kharif,Groundnut,500.0,200.0,637.2
Gujarat,VALSAD,2002,Kharif,Rice,87900.0,142600.0,637.2
Gujarat,VALSAD,2002,Rabi,Wheat,1000.0,2200.0,637.2
Gujarat,VALSAD,2002,Summer,Groundnut,100.0,200.0,637.2
Gujarat,VALSAD,2002,Summer,Rice,5900.0,26400.0,637.2
Gujarat,VALSAD,2002,Whole Year,Onion,200.0,7100.0,637.2
Gujarat,AHMADABAD,2003,Kharif,Bajra,29300.0,31200.0,1160.3
Gujarat,AHMADABAD,2003,Kharif,Cotton(lint),168000.0,246300.0,1160.3
Gujarat,AHMADABAD,2003,Kharif,Groundnut,100.0,300.0,1160.3
Gujarat,AHMADABAD,2003,Kharif,Rice,83200.0,197600.0,1160.3
Gujarat,AHMADABAD,2003,Rabi,Wheat,111400.0,182600.0,1160.3
Gujarat,AHMADABAD,2003,Summer,Bajra,2000.0,4900.0,1160.3
Gujarat,AMRELI,2003,Kharif,Bajra,31500.0,62600.0,1160.3
Gujarat,AMRELI,2003,Kharif,Cotton(lint),104000.0,339200.0,1160.3
Gujarat,AMRELI,2003,Kharif,Groundnut,300700.0,699000.0,1160.3
Gujarat,AMRELI,2003,Rabi,Wheat,11600.0,37900.0,1160.3
Gujarat,AMRELI,2003,Summer,Bajra,200.0,500.0,1160.3
Gujarat,AMRELI,2003,Summer,Groundnut,1100.0,1700.0,1160.3
Gujarat,AMRELI,2003,Whole Year,Onion,1900.0,62800.0,1160.3
Gujarat,ANAND,2003,Kharif,Bajra,29700.0,32200.0,1160.3
Gujarat,ANAND,2003,Kharif,Cotton(lint),1200.0,3900.0,1160.3
Gujarat,ANAND,2003,Kharif,Rice,71900.0,142700.0,1160.3
Gujarat,ANAND,2003,Rabi,Wheat,42200.0,89800.0,1160.3
Gujarat,ANAND,2003,Summer,Bajra,28500.0,67100.0,1160.3
Gujarat,ANAND,2003,Summer,Groundnut,400.0,600.0,1160.3
Gujarat,ANAND,2003,Summer,Rice,1200.0,4200.0,1160.3
Gujarat,ANAND,2003,Whole Year,Onion,100.0,3400.0,1160.3
Gujarat,ANAND,2003,Whole Year,Potato,3500.0,79700.0,1160.3
Gujarat,BANAS KANTHA,2003,Kharif,Bajra,197700.0,241000.0,1160.3
Gujarat,BANAS KANTHA,2003,Kharif,Cotton(lint),4500.0,18000.0,1160.3
Gujarat,BANAS KANTHA,2003,Kharif,Groundnut,3300.0,7400.0,1160.3
Gujarat,BANAS KANTHA,2003,Rabi,Wheat,48600.0,132000.0,1160.3
Gujarat,BANAS KANTHA,2003,Summer,Bajra,81100.0,165800.0,1160.3
Gujarat,BANAS KANTHA,2003,Summer,Groundnut,800.0,1300.0,1160.3
Gujarat,BANAS KANTHA,2003,Whole Year,Potato,13000.0,364900.0,1160.3
Gujarat,BHARUCH,2003,Kharif,Bajra,3100.0,4200.0,1160.3
Gujarat,BHARUCH,2003,Kharif,Cotton(lint),132900.0,191900.0,1160.3
Gujarat,BHARUCH,2003,Kharif,Groundnut,600.0,1300.0,1160.3
Gujarat,BHARUCH,2003,Kharif,Rice,13300.0,21900.0,1160.3
Gujarat,BHARUCH,2003,Rabi,Wheat,18800.0,22100.0,1160.3
Gujarat,BHARUCH,2003,Summer,Bajra,100.0,300.0,1160.3
Gujarat,BHARUCH,2003,Summer,Groundnut,1300.0,2100.0,1160.3
Gujarat,BHARUCH,2003,Summer,Rice,500.0,1800.0,1160.3
Gujarat,BHAVNAGAR,2003,Kharif,Bajra,70000.0,142200.0,1160.3
Gujarat,BHAVNAGAR,2003,Kharif,Cotton(lint),190100.0,411600.0,1160.3
Gujarat,BHAVNAGAR,2003,Kharif,Groundnut,168500.0,204200.0,1160.3
Gujarat,BHAVNAGAR,2003,Rabi,Wheat,13500.0,34300.0,1160.3
Gujarat,BHAVNAGAR,2003,Summer,Groundnut,7500.0,4800.0,1160.3
Gujarat,BHAVNAGAR,2003,Whole Year,Onion,30800.0,880400.0,1160.3
Gujarat,DANG,2003,Kharif,Groundnut,4300.0,9800.0,1160.3
Gujarat,DANG,2003,Kharif,Rice,14000.0,17100.0,1160.3
Gujarat,DOHAD,2003,Kharif,Bajra,200.0,300.0,1160.3
Gujarat,DOHAD,2003,Kharif,Cotton(lint),700.0,1700.0,1160.3
Gujarat,DOHAD,2003,Kharif,Groundnut,1400.0,3200.0,1160.3
Gujarat,DOHAD,2003,Kharif,Rice,54600.0,75200.0,1160.3
Gujarat,DOHAD,2003,Rabi,Wheat,47800.0,96600.0,1160.3
Gujarat,DOHAD,2003,Summer,Groundnut,400.0,600.0,1160.3
Gujarat,DOHAD,2003,Whole Year,Onion,600.0,18400.0,1160.3
Gujarat,GANDHINAGAR,2003,Kharif,Bajra,28900.0,41000.0,1160.3
Gujarat,GANDHINAGAR,2003,Kharif,Cotton(lint),18000.0,50600.0,1160.3
Gujarat,GANDHINAGAR,2003,Kharif,Groundnut,2100.0,4700.0,1160.3
Gujarat,GANDHINAGAR,2003,Kharif,Rice,13100.0,35200.0,1160.3
Gujarat,GANDHINAGAR,2003,Rabi,Wheat,22900.0,69500.0,1160.3
Gujarat,GANDHINAGAR,2003,Summer,Bajra,10900.0,27800.0,1160.3
Gujarat,GANDHINAGAR,2003,Summer,Groundnut,500.0,800.0,1160.3
Gujarat,GANDHINAGAR,2003,Whole Year,Potato,3600.0,73300.0,1160.3
Gujarat,JAMNAGAR,2003,Kharif,Bajra,35700.0,61000.0,1160.3
Gujarat,JAMNAGAR,2003,Kharif,Cotton(lint),32000.0,187900.0,1160.3
Gujarat,JAMNAGAR,2003,Kharif,Groundnut,436600.0,940900.0,1160.3
Gujarat,JAMNAGAR,2003,Rabi,Wheat,37600.0,133400.0,1160.3
Gujarat,JAMNAGAR,2003,Summer,Bajra,600.0,1200.0,1160.3
Gujarat,JAMNAGAR,2003,Summer,Groundnut,2900.0,7400.0,1160.3
Gujarat,JAMNAGAR,2003,Whole Year,Onion,4600.0,151600.0,1160.3
Gujarat,JAMNAGAR,2003,Whole Year,Potato,400.0,9100.0,1160.3
Gujarat,JUNAGADH,2003,Kharif,Bajra,20500.0,46300.0,1160.3
Gujarat,JUNAGADH,2003,Kharif,Cotton(lint),19200.0,99300.0,1160.3
Gujarat,JUNAGADH,2003,Kharif,Groundnut,415200.0,1163500.0,1160.3
Gujarat,JUNAGADH,2003,Rabi,Wheat,90300.0,333900.0,1160.3
Gujarat,JUNAGADH,2003,Summer,Bajra,4000.0,8500.0,1160.3
Gujarat,JUNAGADH,2003,Summer,Groundnut,17500.0,25800.0,1160.3
Gujarat,JUNAGADH,2003,Whole Year,Onion,3400.0,110800.0,1160.3
Gujarat,KACHCHH,2003,Kharif,Bajra,89200.0,115900.0,1160.3
Gujarat,KACHCHH,2003,Kharif,Cotton(lint),40200.0,99400.0,1160.3
Gujarat,KACHCHH,2003,Kharif,Groundnut,55600.0,80100.0,1160.3
Gujarat,KACHCHH,2003,Rabi,Wheat,16900.0,46800.0,1160.3
Gujarat,KACHCHH,2003,Summer,Bajra,1800.0,3700.0,1160.3
Gujarat,KACHCHH,2003,Summer,Groundnut,22000.0,41600.0,1160.3
Gujarat,KACHCHH,2003,Whole Year,Onion,400.0,12400.0,1160.3
Gujarat,KACHCHH,2003,Whole Year,Potato,200.0,3800.0,1160.3
Gujarat,KHEDA,2003,Kharif,Bajra,59700.0,70100.0,1160.3
Gujarat,KHEDA,2003,Kharif,Cotton(lint),17900.0,39800.0,1160.3
Gujarat,KHEDA,2003,Kharif,Groundnut,300.0,700.0,1160.3
Gujarat,KHEDA,2003,Kharif,Rice,98800.0,198900.0,1160.3
Gujarat,KHEDA,2003,Rabi,Wheat,57300.0,153200.0,1160.3
Gujarat,KHEDA,2003,Summer,Bajra,13300.0,26500.0,1160.3
Gujarat,KHEDA,2003,Summer,Groundnut,800.0,1200.0,1160.3
Gujarat,KHEDA,2003,Summer,Rice,10000.0,34400.0,1160.3
Gujarat,KHEDA,2003,Whole Year,Onion,400.0,11400.0,1160.3
Gujarat,KHEDA,2003,Whole Year,Potato,3300.0,65100.0,1160.3
Gujarat,MAHESANA,2003,Kharif,Bajra,58000.0,59500.0,1160.3
Gujarat,MAHESANA,2003,Kharif,Cotton(lint),36800.0,80400.0,1160.3
Gujarat,MAHESANA,2003,Kharif,Groundnut,3600.0,8200.0,1160.3
Gujarat,MAHESANA,2003,Kharif,Rice,7200.0,9700.0,1160.3
Gujarat,MAHESANA,2003,Rabi,Wheat,36100.0,98300.0,1160.3
Gujarat,MAHESANA,2003,Summer,Bajra,11900.0,26600.0,1160.3
Gujarat,MAHESANA,2003,Summer,Groundnut,100.0,200.0,1160.3
Gujarat,MAHESANA,2003,Whole Year,Onion,100.0,2700.0,1160.3
Gujarat,MAHESANA,2003,Whole Year,Potato,2800.0,61100.0,1160.3
Gujarat,NARMADA,2003,Kharif,Bajra,700.0,1000.0,1160.3
Gujarat,NARMADA,2003,Kharif,Cotton(lint),35200.0,62100.0,1160.3
Gujarat,NARMADA,2003,Kharif,Groundnut,200.0,400.0,1160.3
Gujarat,NARMADA,2003,Kharif,Rice,13900.0,10800.0,1160.3
Gujarat,NARMADA,2003,Rabi,Wheat,1600.0,4600.0,1160.3
Gujarat,NARMADA,2003,Summer,Bajra,200.0,500.0,1160.3
Gujarat,NARMADA,2003,Summer,Groundnut,1300.0,1500.0,1160.3
Gujarat,NAVSARI,2003,Kharif,Groundnut,200.0,400.0,1160.3
Gujarat,NAVSARI,2003,Kharif,Rice,43200.0,102900.0,1160.3
Gujarat,NAVSARI,2003,Rabi,Wheat,300.0,900.0,1160.3
Gujarat,NAVSARI,2003,Summer,Groundnut,100.0,100.0,1160.3
Gujarat,NAVSARI,2003,Summer,Rice,6500.0,25200.0,1160.3
Gujarat,NAVSARI,2003,Whole Year,Onion,100.0,4400.0,1160.3
Gujarat,PANCH MAHALS,2003,Kharif,Bajra,7700.0,4600.0,1160.3
Gujarat,PANCH MAHALS,2003,Kharif,Cotton(lint),7200.0,18400.0,1160.3
Gujarat,PANCH MAHALS,2003,Kharif,Groundnut,200.0,400.0,1160.3
Gujarat,PANCH MAHALS,2003,Kharif,Rice,61600.0,62500.0,1160.3
Gujarat,PANCH MAHALS,2003,Rabi,Wheat,16000.0,32400.0,1160.3
Gujarat,PANCH MAHALS,2003,Summer,Bajra,1900.0,2400.0,1160.3
Gujarat,PANCH MAHALS,2003,Summer,Groundnut,4300.0,7100.0,1160.3
Gujarat,PANCH MAHALS,2003,Summer,Rice,100.0,500.0,1160.3
Gujarat,PANCH MAHALS,2003,Whole Year,Onion,200.0,5200.0,1160.3
Gujarat,PATAN,2003,Kharif,Bajra,83800.0,78900.0,1160.3
Gujarat,PATAN,2003,Kharif,Cotton(lint),76800.0,77400.0,1160.3
Gujarat,PATAN,2003,Rabi,Wheat,22400.0,61000.0,1160.3
Gujarat,PATAN,2003,Summer,Bajra,3000.0,6100.0,1160.3
Gujarat,PATAN,2003,Whole Year,Potato,100.0,2600.0,1160.3
Gujarat,PORBANDAR,2003,Kharif,Bajra,3100.0,7200.0,1160.3
Gujarat,PORBANDAR,2003,Kharif,Cotton(lint),3700.0,8300.0,1160.3
Gujarat,PORBANDAR,2003,Kharif,Groundnut,75300.0,239300.0,1160.3
Gujarat,PORBANDAR,2003,Rabi,Wheat,4300.0,13500.0,1160.3
Gujarat,PORBANDAR,2003,Summer,Bajra,200.0,400.0,1160.3
Gujarat,PORBANDAR,2003,Summer,Groundnut,100.0,100.0,1160.3
Gujarat,PORBANDAR,2003,Whole Year,Onion,1100.0,36100.0,1160.3
Gujarat,RAJKOT,2003,Kharif,Bajra,40100.0,72100.0,1160.3
Gujarat,RAJKOT,2003,Kharif,Cotton(lint),168100.0,1011800.0,1160.3
Gujarat,RAJKOT,2003,Kharif,Groundnut,369200.0,855900.0,1160.3
Gujarat,RAJKOT,2003,Rabi,Wheat,61900.0,249400.0,1160.3
Gujarat,RAJKOT,2003,Summer,Groundnut,1500.0,2400.0,1160.3
Gujarat,RAJKOT,2003,Whole Year,Onion,3700.0,119300.0,1160.3
Gujarat,SABAR KANTHA,2003,Kharif,Bajra,17800.0,14500.0,1160.3
Gujarat,SABAR KANTHA,2003,Kharif,Cotton(lint),37700.0,140100.0,1160.3
Gujarat,SABAR KANTHA,2003,Kharif,Groundnut,38800.0,57900.0,1160.3
Gujarat,SABAR KANTHA,2003,Kharif,Rice,6500.0,10900.0,1160.3
Gujarat,SABAR KANTHA,2003,Rabi,Wheat,48600.0,121300.0,1160.3
Gujarat,SABAR KANTHA,2003,Summer,Bajra,6800.0,15700.0,1160.3
Gujarat,SABAR KANTHA,2003,Summer,Groundnut,4700.0,6100.0,1160.3
Gujarat,SABAR KANTHA,2003,Whole Year,Onion,200.0,5700.0,1160.3
Gujarat,SABAR KANTHA,2003,Whole Year,Potato,3400.0,63000.0,1160.3
Gujarat,SURAT,2003,Kharif,Bajra,300.0,400.0,1160.3
Gujarat,SURAT,2003,Kharif,Cotton(lint),4200.0,9900.0,1160.3
Gujarat,SURAT,2003,Kharif,Groundnut,11000.0,12400.0,1160.3
Gujarat,SURAT,2003,Kharif,Rice,80000.0,154800.0,1160.3
Gujarat,SURAT,2003,Rabi,Wheat,6700.0,15500.0,1160.3
Gujarat,SURAT,2003,Summer,Groundnut,9500.0,13000.0,1160.3
Gujarat,SURAT,2003,Summer,Rice,5300.0,17000.0,1160.3
Gujarat,SURAT,2003,Whole Year,Onion,500.0,17200.0,1160.3
Gujarat,SURENDRANAGAR,2003,Kharif,Bajra,82800.0,133900.0,1160.3
Gujarat,SURENDRANAGAR,2003,Kharif,Cotton(lint),384500.0,612500.0,1160.3
Gujarat,SURENDRANAGAR,2003,Kharif,Groundnut,23900.0,42700.0,1160.3
Gujarat,SURENDRANAGAR,2003,Kharif,Rice,200.0,300.0,1160.3
Gujarat,SURENDRANAGAR,2003,Rabi,Wheat,26100.0,67300.0,1160.3
Gujarat,SURENDRANAGAR,2003,Summer,Bajra,600.0,1300.0,1160.3
Gujarat,SURENDRANAGAR,2003,Summer,Groundnut,1400.0,2800.0,1160.3
Gujarat,SURENDRANAGAR,2003,Whole Year,Onion,800.0,26800.0,1160.3
Gujarat,VADODARA,2003,Kharif,Bajra,10900.0,14200.0,1160.3
Gujarat,VADODARA,2003,Kharif,Cotton(lint),158100.0,316400.0,1160.3
Gujarat,VADODARA,2003,Kharif,Groundnut,1700.0,3800.0,1160.3
Gujarat,VADODARA,2003,Kharif,Rice,47200.0,59400.0,1160.3
Gujarat,VADODARA,2003,Rabi,Wheat,16100.0,38700.0,1160.3
Gujarat,VADODARA,2003,Summer,Bajra,3300.0,6000.0,1160.3
Gujarat,VADODARA,2003,Summer,Groundnut,12400.0,19800.0,1160.3
Gujarat,VADODARA,2003,Whole Year,Onion,100.0,2400.0,1160.3
Gujarat,VADODARA,2003,Whole Year,Potato,700.0,15700.0,1160.3
Gujarat,VALSAD,2003,Kharif,Rice,42700.0,93300.0,1160.3
Gujarat,VALSAD,2003,Rabi,Wheat,500.0,1500.0,1160.3
Gujarat,VALSAD,2003,Summer,Bajra,100.0,200.0,1160.3
Gujarat,VALSAD,2003,Summer,Rice,300.0,700.0,1160.3
Gujarat,VALSAD,2003,Whole Year,Onion,100.0,3600.0,1160.3
Gujarat,AHMADABAD,2004,Kharif,Bajra,13200.0,15700.0,1005.8
Gujarat,AHMADABAD,2004,Kharif,Cotton(lint),189500.0,332700.0,1005.8
Gujarat,AHMADABAD,2004,Kharif,Groundnut,100.0,100.0,1005.8
Gujarat,AHMADABAD,2004,Kharif,Rice,78900.0,176000.0,1005.8
Gujarat,AHMADABAD,2004,Rabi,Wheat,124300.0,218000.0,1005.8
Gujarat,AHMADABAD,2004,Summer,Bajra,1500.0,3800.0,1005.8
Gujarat,AHMADABAD,2004,Summer,Rice,100.0,200.0,1005.8
Gujarat,AMRELI,2004,Kharif,Bajra,34200.0,42200.0,1005.8
Gujarat,AMRELI,2004,Kharif,Cotton(lint),116400.0,290800.0,1005.8
Gujarat,AMRELI,2004,Kharif,Groundnut,300700.0,94300.0,1005.8
Gujarat,AMRELI,2004,Rabi,Wheat,19100.0,60900.0,1005.8
Gujarat,AMRELI,2004,Summer,Bajra,200.0,500.0,1005.8
Gujarat,AMRELI,2004,Summer,Groundnut,600.0,1000.0,1005.8
Gujarat,AMRELI,2004,Whole Year,Onion,2800.0,82500.0,1005.8
Gujarat,ANAND,2004,Kharif,Bajra,28900.0,32200.0,1005.8
Gujarat,ANAND,2004,Kharif,Cotton(lint),3800.0,15400.0,1005.8
Gujarat,ANAND,2004,Kharif,Rice,80400.0,175100.0,1005.8
Gujarat,ANAND,2004,Rabi,Wheat,48600.0,91600.0,1005.8
Gujarat,ANAND,2004,Summer,Bajra,25100.0,55600.0,1005.8
Gujarat,ANAND,2004,Summer,Groundnut,300.0,400.0,1005.8
Gujarat,ANAND,2004,Summer,Rice,500.0,1400.0,1005.8
Gujarat,ANAND,2004,Whole Year,Onion,200.0,4700.0,1005.8
Gujarat,ANAND,2004,Whole Year,Potato,3300.0,68000.0,1005.8
Gujarat,BANAS KANTHA,2004,Kharif,Bajra,173000.0,108300.0,1005.8
Gujarat,BANAS KANTHA,2004,Kharif,Cotton(lint),6100.0,25900.0,1005.8
Gujarat,BANAS KANTHA,2004,Kharif,Groundnut,4700.0,4200.0,1005.8
Gujarat,BANAS KANTHA,2004,Rabi,Wheat,39000.0,94600.0,1005.8
Gujarat,BANAS KANTHA,2004,Summer,Bajra,64900.0,131400.0,1005.8
Gujarat,BANAS KANTHA,2004,Summer,Groundnut,500.0,900.0,1005.8
Gujarat,BANAS KANTHA,2004,Whole Year,Onion,100.0,3900.0,1005.8
Gujarat,BANAS KANTHA,2004,Whole Year,Potato,22500.0,678900.0,1005.8
Gujarat,BHARUCH,2004,Kharif,Bajra,3100.0,3200.0,1005.8
Gujarat,BHARUCH,2004,Kharif,Cotton(lint),129700.0,335000.0,1005.8
Gujarat,BHARUCH,2004,Kharif,Groundnut,400.0,400.0,1005.8
Gujarat,BHARUCH,2004,Kharif,Rice,12300.0,15800.0,1005.8
Gujarat,BHARUCH,2004,Rabi,Wheat,21800.0,29100.0,1005.8
Gujarat,BHARUCH,2004,Summer,Bajra,200.0,500.0,1005.8
Gujarat,BHARUCH,2004,Summer,Groundnut,1100.0,1800.0,1005.8
Gujarat,BHARUCH,2004,Summer,Rice,200.0,500.0,1005.8
Gujarat,BHAVNAGAR,2004,Kharif,Bajra,65200.0,107500.0,1005.8
Gujarat,BHAVNAGAR,2004,Kharif,Cotton(lint),198700.0,515900.0,1005.8
Gujarat,BHAVNAGAR,2004,Kharif,Groundnut,139900.0,60400.0,1005.8
Gujarat,BHAVNAGAR,2004,Rabi,Wheat,6000.0,17000.0,1005.8
Gujarat,BHAVNAGAR,2004,Summer,Bajra,100.0,100.0,1005.8
Gujarat,BHAVNAGAR,2004,Summer,Groundnut,1000.0,1400.0,1005.8
Gujarat,BHAVNAGAR,2004,Whole Year,Onion,23200.0,603900.0,1005.8
Gujarat,DANG,2004,Kharif,Groundnut,100.0,100.0,1005.8
Gujarat,DANG,2004,Kharif,Rice,12600.0,30500.0,1005.8
Gujarat,DANG,2004,Rabi,Wheat,100.0,400.0,1005.8
Gujarat,DANG,2004,Summer,Groundnut,200.0,300.0,1005.8
Gujarat,DOHAD,2004,Kharif,Cotton(lint),1800.0,7300.0,1005.8
Gujarat,DOHAD,2004,Kharif,Groundnut,2400.0,2100.0,1005.8
Gujarat,DOHAD,2004,Kharif,Rice,49700.0,39300.0,1005.8
Gujarat,DOHAD,2004,Rabi,Wheat,55600.0,110300.0,1005.8
Gujarat,DOHAD,2004,Summer,Bajra,100.0,100.0,1005.8
Gujarat,DOHAD,2004,Summer,Groundnut,800.0,1400.0,1005.8
Gujarat,DOHAD,2004,Whole Year,Onion,700.0,19400.0,1005.8
Gujarat,GANDHINAGAR,2004,Kharif,Bajra,19200.0,27500.0,1005.8
Gujarat,GANDHINAGAR,2004,Kharif,Cotton(lint),32700.0,117100.0,1005.8
Gujarat,GANDHINAGAR,2004,Kharif,Groundnut,2500.0,2200.0,1005.8
Gujarat,GANDHINAGAR,2004,Kharif,Rice,13200.0,29100.0,1005.8
Gujarat,GANDHINAGAR,2004,Rabi,Wheat,26500.0,78900.0,1005.8
Gujarat,GANDHINAGAR,2004,Summer,Bajra,6400.0,15700.0,1005.8
Gujarat,GANDHINAGAR,2004,Summer,Groundnut,400.0,800.0,1005.8
Gujarat,GANDHINAGAR,2004,Whole Year,Potato,2200.0,52600.0,1005.8
Gujarat,JAMNAGAR,2004,Kharif,Bajra,27500.0,33200.0,1005.8
Gujarat,JAMNAGAR,2004,Kharif,Cotton(lint),46700.0,256700.0,1005.8
Gujarat,JAMNAGAR,2004,Kharif,Groundnut,423600.0,409700.0,1005.8
Gujarat,JAMNAGAR,2004,Rabi,Wheat,14800.0,47300.0,1005.8
Gujarat,JAMNAGAR,2004,Summer,Bajra,500.0,1000.0,1005.8
Gujarat,JAMNAGAR,2004,Summer,Groundnut,1100.0,1800.0,1005.8
Gujarat,JAMNAGAR,2004,Whole Year,Onion,1900.0,56900.0,1005.8
Gujarat,JAMNAGAR,2004,Whole Year,Potato,700.0,18300.0,1005.8
Gujarat,JUNAGADH,2004,Kharif,Bajra,16700.0,32000.0,1005.8
Gujarat,JUNAGADH,2004,Kharif,Cotton(lint),24900.0,140100.0,1005.8
Gujarat,JUNAGADH,2004,Kharif,Groundnut,415800.0,563200.0,1005.8
Gujarat,JUNAGADH,2004,Rabi,Wheat,95000.0,340000.0,1005.8
Gujarat,JUNAGADH,2004,Summer,Bajra,4700.0,9900.0,1005.8
Gujarat,JUNAGADH,2004,Summer,Groundnut,15900.0,31000.0,1005.8
Gujarat,JUNAGADH,2004,Whole Year,Onion,5100.0,153200.0,1005.8
Gujarat,KACHCHH,2004,Kharif,Bajra,93600.0,75900.0,1005.8
Gujarat,KACHCHH,2004,Kharif,Cotton(lint),54700.0,121700.0,1005.8
Gujarat,KACHCHH,2004,Kharif,Groundnut,48000.0,47600.0,1005.8
Gujarat,KACHCHH,2004,Rabi,Wheat,11600.0,29200.0,1005.8
Gujarat,KACHCHH,2004,Summer,Bajra,800.0,1800.0,1005.8
Gujarat,KACHCHH,2004,Summer,Groundnut,9800.0,17400.0,1005.8
Gujarat,KACHCHH,2004,Whole Year,Onion,300.0,10400.0,1005.8
Gujarat,KHEDA,2004,Kharif,Bajra,49800.0,48000.0,1005.8
Gujarat,KHEDA,2004,Kharif,Cotton(lint),20600.0,65300.0,1005.8
Gujarat,KHEDA,2004,Kharif,Groundnut,400.0,300.0,1005.8
Gujarat,KHEDA,2004,Kharif,Rice,99400.0,223900.0,1005.8
Gujarat,KHEDA,2004,Rabi,Wheat,60800.0,158700.0,1005.8
Gujarat,KHEDA,2004,Summer,Bajra,20300.0,40600.0,1005.8
Gujarat,KHEDA,2004,Summer,Groundnut,300.0,500.0,1005.8
Gujarat,KHEDA,2004,Summer,Rice,2800.0,8100.0,1005.8
Gujarat,KHEDA,2004,Whole Year,Onion,200.0,5400.0,1005.8
Gujarat,KHEDA,2004,Whole Year,Potato,3900.0,109400.0,1005.8
Gujarat,MAHESANA,2004,Kharif,Bajra,47200.0,56100.0,1005.8
Gujarat,MAHESANA,2004,Kharif,Cotton(lint),46700.0,112200.0,1005.8
Gujarat,MAHESANA,2004,Kharif,Groundnut,2700.0,2400.0,1005.8
Gujarat,MAHESANA,2004,Kharif,Rice,4500.0,10900.0,1005.8
Gujarat,MAHESANA,2004,Rabi,Wheat,31300.0,83400.0,1005.8
Gujarat,MAHESANA,2004,Summer,Bajra,7700.0,17700.0,1005.8
Gujarat,MAHESANA,2004,Summer,Groundnut,100.0,100.0,1005.8
Gujarat,MAHESANA,2004,Whole Year,Onion,100.0,2200.0,1005.8
Gujarat,MAHESANA,2004,Whole Year,Potato,2300.0,53500.0,1005.8
Gujarat,NARMADA,2004,Kharif,Bajra,300.0,300.0,1005.8
Gujarat,NARMADA,2004,Kharif,Cotton(lint),43500.0,151000.0,1005.8
Gujarat,NARMADA,2004,Kharif,Groundnut,200.0,200.0,1005.8
Gujarat,NARMADA,2004,Kharif,Rice,12200.0,11400.0,1005.8
Gujarat,NARMADA,2004,Rabi,Wheat,1800.0,4900.0,1005.8
Gujarat,NARMADA,2004,Summer,Bajra,200.0,300.0,1005.8
Gujarat,NARMADA,2004,Summer,Groundnut,1100.0,1900.0,1005.8
Gujarat,NAVSARI,2004,Kharif,Groundnut,200.0,200.0,1005.8
Gujarat,NAVSARI,2004,Kharif,Rice,42900.0,92200.0,1005.8
Gujarat,NAVSARI,2004,Rabi,Wheat,300.0,900.0,1005.8
Gujarat,NAVSARI,2004,Summer,Groundnut,100.0,100.0,1005.8
Gujarat,NAVSARI,2004,Summer,Rice,4900.0,15200.0,1005.8
Gujarat,NAVSARI,2004,Whole Year,Onion,100.0,3400.0,1005.8
Gujarat,PANCH MAHALS,2004,Kharif,Bajra,9700.0,6100.0,1005.8
Gujarat,PANCH MAHALS,2004,Kharif,Cotton(lint),10400.0,33700.0,1005.8
Gujarat,PANCH MAHALS,2004,Kharif,Groundnut,300.0,300.0,1005.8
Gujarat,PANCH MAHALS,2004,Kharif,Rice,69300.0,51600.0,1005.8
Gujarat,PANCH MAHALS,2004,Rabi,Wheat,20100.0,39500.0,1005.8
Gujarat,PANCH MAHALS,2004,Summer,Bajra,2300.0,4800.0,1005.8
Gujarat,PANCH MAHALS,2004,Summer,Groundnut,1800.0,3000.0,1005.8
Gujarat,PANCH MAHALS,2004,Summer,Rice,500.0,1300.0,1005.8
Gujarat,PANCH MAHALS,2004,Whole Year,Onion,300.0,8000.0,1005.8
Gujarat,PATAN,2004,Kharif,Bajra,65200.0,48400.0,1005.8
Gujarat,PATAN,2004,Kharif,Cotton(lint),101100.0,110100.0,1005.8
Gujarat,PATAN,2004,Rabi,Wheat,17100.0,44400.0,1005.8
Gujarat,PATAN,2004,Summer,Bajra,2500.0,5200.0,1005.8
Gujarat,PATAN,2004,Whole Year,Potato,100.0,3000.0,1005.8
