State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall
Andaman and Nicobar Islands,NICOBARS,2000,Kharif,Rice,102.0,321.0,2763.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif,Rice,10779.0,31863.0,2763.2
Andaman and Nicobar Islands,NICOBARS,2001,Kharif,Rice,83.0,300.0,3080.9
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif,Rice,9718.0,27033.0,3080.9
Andaman and Nicobar Islands,NICOBARS,2002,Kharif,Rice,189.2,510.84,2620.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Kharif,Rice,10695.8,31600.82,2620.2
Andaman and Nicobar Islands,NICOBARS,2003,Kharif,Rice,52.0,90.17,2355.9
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif,Rice,10509.37,30760.7,2355.9
Andaman and Nicobar Islands,NICOBARS,2004,Kharif,Rice,52.94,72.57,2460.1
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Kharif,Rice,10681.98,29119.66,2460.1
Andaman and Nicobar Islands,NICOBARS,2005,Kharif,Rice,2.09,12.06,2954.7
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Kharif,Rice,8683.38,25870.98,2954.7
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Kharif,Rice,6854.3,18995.62,2404.7
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Kharif,Rice,921.87,2539.64,2404.7
Andaman and Nicobar Islands,NICOBARS,2010,Autumn,Rice,3.5,10.0,3157.1
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn,Rice,6791.0,20118.0,3157.1
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi,Groundnut,4.75,6.8,3157.1
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn,Rice,1595.5,3788.0,3157.1
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi,Groundnut,15.5,7.6,3157.1
Andhra Pradesh,ANANTAPUR,1997,Kharif,Bajra,1400.0,500.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Kharif,Cotton(lint),7300.0,9400.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Kharif,Groundnut,650800.0,228400.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Kharif,Rice,35600.0,75400.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Rabi,Groundnut,20200.0,21700.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Rabi,Rice,18000.0,37300.0,972.1
Andhra Pradesh,ANANTAPUR,1997,Rabi,Wheat,300.0,200.0,972.1
Andhra Pradesh,CHITTOOR,1997,Kharif,Bajra,1700.0,1900.0,972.1
Andhra Pradesh,CHITTOOR,1997,Kharif,Groundnut,234900.0,144200.0,972.1
Andhra Pradesh,CHITTOOR,1997,Kharif,Rice,42300.0,84400.0,972.1
Andhra Pradesh,CHITTOOR,1997,Rabi,Groundnut,28300.0,69800.0,972.1
Andhra Pradesh,CHITTOOR,1997,Rabi,Rice,57400.0,137400.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Kharif,Bajra,2500.0,1400.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Kharif,Cotton(lint),9800.0,23400.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Kharif,Groundnut,400.0,400.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Kharif,Rice,214100.0,429300.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Rabi,Groundnut,1700.0,3000.0,972.1
Andhra Pradesh,EAST GODAVARI,1997,Rabi,Rice,154400.0,491500.0,972.1
Andhra Pradesh,GUNTUR,1997,Kharif,Bajra,100.0,100.0,972.1
Andhra Pradesh,GUNTUR,1997,Kharif,Cotton(lint),162300.0,432500.0,972.1
Andhra Pradesh,GUNTUR,1997,Kharif,Groundnut,300.0,300.0,972.1
Andhra Pradesh,GUNTUR,1997,Kharif,Rice,295000.0,845300.0,972.1
Andhra Pradesh,GUNTUR,1997,Rabi,Groundnut,4500.0,6500.0,972.1
Andhra Pradesh,GUNTUR,1997,Rabi,Rice,14500.0,51800.0,972.1
Andhra Pradesh,KADAPA,1997,Kharif,Bajra,2000.0,2400.0,972.1
Andhra Pradesh,KADAPA,1997,Kharif,Cotton(lint),13400.0,17400.0,972.1
Andhra Pradesh,KADAPA,1997,Kharif,Groundnut,103900.0,47600.0,972.1
Andhra Pradesh,KADAPA,1997,Kharif,Rice,47700.0,77500.0,972.1
Andhra Pradesh,KADAPA,1997,Rabi,Groundnut,26400.0,32000.0,972.1
Andhra Pradesh,KADAPA,1997,Rabi,Rice,13000.0,27700.0,972.1
Andhra Pradesh,KRISHNA,1997,Kharif,Cotton(lint),26400.0,63300.0,972.1
Andhra Pradesh,KRISHNA,1997,Kharif,Groundnut,4300.0,4800.0,972.1
Andhra Pradesh,KRISHNA,1997,Kharif,Rice,257900.0,699400.0,972.1
Andhra Pradesh,KRISHNA,1997,Rabi,Groundnut,11200.0,19900.0,972.1
Andhra Pradesh,KRISHNA,1997,Rabi,Rice,116300.0,393500.0,972.1
Andhra Pradesh,KURNOOL,1997,Kharif,Bajra,11600.0,9300.0,972.1
Andhra Pradesh,KURNOOL,1997,Kharif,Cotton(lint),90400.0,116900.0,972.1
Andhra Pradesh,KURNOOL,1997,Kharif,Groundnut,201200.0,105200.0,972.1
Andhra Pradesh,KURNOOL,1997,Kharif,Rice,66300.0,176900.0,972.1
Andhra Pradesh,KURNOOL,1997,Rabi,Groundnut,31900.0,48100.0,972.1
Andhra Pradesh,KURNOOL,1997,Rabi,Rice,9000.0,23900.0,972.1
Andhra Pradesh,KURNOOL,1997,Rabi,Wheat,600.0,300.0,972.1
Andhra Pradesh,PRAKASAM,1997,Kharif,Bajra,12200.0,11600.0,972.1
Andhra Pradesh,PRAKASAM,1997,Kharif,Cotton(lint),39900.0,47500.0,972.1
Andhra Pradesh,PRAKASAM,1997,Kharif,Groundnut,7000.0,4300.0,972.1
Andhra Pradesh,PRAKASAM,1997,Kharif,Rice,62000.0,124300.0,972.1
Andhra Pradesh,PRAKASAM,1997,Rabi,Groundnut,11900.0,14200.0,972.1
Andhra Pradesh,PRAKASAM,1997,Rabi,Rice,74200.0,222100.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Kharif,Bajra,2100.0,4700.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Kharif,Cotton(lint),8700.0,20900.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Kharif,Groundnut,6100.0,9100.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Kharif,Rice,48700.0,127600.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Rabi,Groundnut,14700.0,41100.0,972.1
Andhra Pradesh,SPSR NELLORE,1997,Rabi,Rice,182100.0,544600.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Kharif,Bajra,3500.0,6100.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Kharif,Cotton(lint),800.0,1900.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Kharif,Groundnut,35700.0,32900.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Kharif,Rice,185700.0,278500.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Rabi,Groundnut,6800.0,9000.0,972.1
Andhra Pradesh,SRIKAKULAM,1997,Rabi,Rice,600.0,2100.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif,Bajra,17700.0,9700.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif,Cotton(lint),1500.0,3500.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif,Groundnut,17700.0,12700.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif,Rice,95600.0,79700.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Rabi,Groundnut,3400.0,6000.0,972.1
Andhra Pradesh,VISAKHAPATANAM,1997,Rabi,Rice,2700.0,8700.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Kharif,Bajra,4500.0,4600.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Kharif,Cotton(lint),4200.0,10100.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Kharif,Groundnut,63800.0,55200.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Kharif,Rice,130500.0,185600.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Rabi,Groundnut,6300.0,7600.0,972.1
Andhra Pradesh,VIZIANAGARAM,1997,Rabi,Rice,1000.0,3200.0,972.1
Andhra Pradesh,WEST GODAVARI,1997,Kharif,Cotton(lint),3400.0,8200.0,972.1
Andhra Pradesh,WEST GODAVARI,1997,Kharif,Groundnut,500.0,400.0,972.1
Andhra Pradesh,WEST GODAVARI,1997,Kharif,Rice,247200.0,630400.0,972.1
Andhra Pradesh,WEST GODAVARI,1997,Rabi,Groundnut,4300.0,7700.0,972.1
Andhra Pradesh,WEST GODAVARI,1997,Rabi,Rice,193600.0,678100.0,972.1
Andhra Pradesh,ANANTAPUR,1998,Kharif,Bajra,2600.0,1900.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Kharif,Cotton(lint),14000.0,12900.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Kharif,Groundnut,755200.0,867800.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Kharif,Rice,38300.0,96800.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Rabi,Groundnut,25900.0,35800.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Rabi,Rice,26600.0,63900.0,1310.8
Andhra Pradesh,ANANTAPUR,1998,Rabi,Wheat,400.0,200.0,1310.8
Andhra Pradesh,CHITTOOR,1998,Kharif,Bajra,1700.0,3400.0,1310.8
Andhra Pradesh,CHITTOOR,1998,Kharif,Groundnut,235500.0,211000.0,1310.8
Andhra Pradesh,CHITTOOR,1998,Kharif,Rice,42000.0,105400.0,1310.8
Andhra Pradesh,CHITTOOR,1998,Rabi,Groundnut,31100.0,83800.0,1310.8
Andhra Pradesh,CHITTOOR,1998,Rabi,Rice,62400.0,159200.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Kharif,Bajra,4300.0,2400.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Kharif,Cotton(lint),7900.0,6300.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Kharif,Groundnut,800.0,900.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Kharif,Rice,256300.0,386600.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Rabi,Groundnut,1500.0,2500.0,1310.8
Andhra Pradesh,EAST GODAVARI,1998,Rabi,Rice,157600.0,656600.0,1310.8
Andhra Pradesh,GUNTUR,1998,Kharif,Bajra,100.0,100.0,1310.8
Andhra Pradesh,GUNTUR,1998,Kharif,Cotton(lint),193600.0,120700.0,1310.8
Andhra Pradesh,GUNTUR,1998,Kharif,Groundnut,300.0,400.0,1310.8
Andhra Pradesh,GUNTUR,1998,Kharif,Rice,298400.0,921400.0,1310.8
Andhra Pradesh,GUNTUR,1998,Rabi,Bajra,200.0,200.0,1310.8
Andhra Pradesh,GUNTUR,1998,Rabi,Groundnut,5900.0,9300.0,1310.8
Andhra Pradesh,GUNTUR,1998,Rabi,Rice,29100.0,99900.0,1310.8
Andhra Pradesh,KADAPA,1998,Kharif,Bajra,3000.0,6000.0,1310.8
Andhra Pradesh,KADAPA,1998,Kharif,Cotton(lint),24800.0,22900.0,1310.8
Andhra Pradesh,KADAPA,1998,Kharif,Groundnut,132300.0,109500.0,1310.8
Andhra Pradesh,KADAPA,1998,Kharif,Rice,59200.0,169800.0,1310.8
Andhra Pradesh,KADAPA,1998,Rabi,Bajra,500.0,900.0,1310.8
Andhra Pradesh,KADAPA,1998,Rabi,Groundnut,32000.0,59000.0,1310.8
Andhra Pradesh,KADAPA,1998,Rabi,Rice,17000.0,41600.0,1310.8
Andhra Pradesh,KRISHNA,1998,Kharif,Cotton(lint),41300.0,32500.0,1310.8
Andhra Pradesh,KRISHNA,1998,Kharif,Groundnut,4000.0,3300.0,1310.8
Andhra Pradesh,KRISHNA,1998,Kharif,Rice,280800.0,759900.0,1310.8
Andhra Pradesh,KRISHNA,1998,Rabi,Groundnut,9100.0,15100.0,1310.8
Andhra Pradesh,KRISHNA,1998,Rabi,Rice,134500.0,491200.0,1310.8
Andhra Pradesh,KURNOOL,1998,Kharif,Bajra,17700.0,16200.0,1310.8
Andhra Pradesh,KURNOOL,1998,Kharif,Cotton(lint),153700.0,142000.0,1310.8
Andhra Pradesh,KURNOOL,1998,Kharif,Groundnut,209100.0,139000.0,1310.8
Andhra Pradesh,KURNOOL,1998,Kharif,Rice,75100.0,221700.0,1310.8
Andhra Pradesh,KURNOOL,1998,Rabi,Bajra,300.0,300.0,1310.8
Andhra Pradesh,KURNOOL,1998,Rabi,Groundnut,40100.0,83100.0,1310.8
Andhra Pradesh,KURNOOL,1998,Rabi,Rice,20900.0,44500.0,1310.8
Andhra Pradesh,KURNOOL,1998,Rabi,Wheat,700.0,400.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Kharif,Bajra,17200.0,23800.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Kharif,Cotton(lint),62800.0,82400.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Kharif,Groundnut,6900.0,5300.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Kharif,Rice,72100.0,206700.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Rabi,Bajra,400.0,500.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Rabi,Groundnut,12200.0,18400.0,1310.8
Andhra Pradesh,PRAKASAM,1998,Rabi,Rice,73800.0,248900.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Kharif,Bajra,2300.0,4200.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Kharif,Cotton(lint),7100.0,5600.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Kharif,Groundnut,5300.0,8800.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Kharif,Rice,44700.0,133400.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Rabi,Groundnut,17300.0,43100.0,1310.8
Andhra Pradesh,SPSR NELLORE,1998,Rabi,Rice,183300.0,542300.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Kharif,Bajra,4100.0,4600.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Kharif,Cotton(lint),2000.0,1600.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Kharif,Groundnut,38200.0,36000.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Kharif,Rice,194400.0,370700.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Rabi,Groundnut,8200.0,9400.0,1310.8
Andhra Pradesh,SRIKAKULAM,1998,Rabi,Rice,2000.0,7500.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif,Bajra,25000.0,28700.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif,Cotton(lint),1300.0,1100.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif,Groundnut,18100.0,21100.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif,Rice,114900.0,141300.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Rabi,Groundnut,3700.0,6300.0,1310.8
Andhra Pradesh,VISAKHAPATANAM,1998,Rabi,Rice,3800.0,14100.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Kharif,Bajra,4100.0,5400.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Kharif,Cotton(lint),13200.0,10400.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Kharif,Groundnut,62300.0,56700.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Kharif,Rice,133000.0,295600.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Rabi,Groundnut,6500.0,6400.0,1310.8
Andhra Pradesh,VIZIANAGARAM,1998,Rabi,Rice,3600.0,13300.0,1310.8
Andhra Pradesh,WEST GODAVARI,1998,Kharif,Cotton(lint),3100.0,2400.0,1310.8
Andhra Pradesh,WEST GODAVARI,1998,Kharif,Groundnut,700.0,400.0,1310.8
Andhra Pradesh,WEST GODAVARI,1998,Kharif,Rice,262000.0,646400.0,1310.8
Andhra Pradesh,WEST GODAVARI,1998,Rabi,Groundnut,4300.0,6400.0,1310.8
Andhra Pradesh,WEST GODAVARI,1998,Rabi,Rice,194300.0,849100.0,1310.8
Andhra Pradesh,ANANTAPUR,1999,Kharif,Bajra,1635.0,889.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Kharif,Cotton(lint),9453.0,10510.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Kharif,Groundnut,694865.0,249457.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Kharif,Rice,37991.0,105082.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Rabi,Bajra,99.0,54.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Rabi,Groundnut,21785.0,25358.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Rabi,Rice,20258.0,45669.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Rabi,Wheat,439.0,294.0,825.1
Andhra Pradesh,ANANTAPUR,1999,Whole Year,Onion,1770.0,32364.0,825.1
Andhra Pradesh,CHITTOOR,1999,Kharif,Bajra,2531.0,2817.0,825.1
Andhra Pradesh,CHITTOOR,1999,Kharif,Cotton(lint),2.0,2.0,825.1
Andhra Pradesh,CHITTOOR,1999,Kharif,Groundnut,188615.0,79784.0,825.1
Andhra Pradesh,CHITTOOR,1999,Kharif,Rice,37542.0,75477.0,825.1
Andhra Pradesh,CHITTOOR,1999,Rabi,Bajra,68.0,76.0,825.1
Andhra Pradesh,CHITTOOR,1999,Rabi,Groundnut,26755.0,63383.0,825.1
Andhra Pradesh,CHITTOOR,1999,Rabi,Rice,37489.0,76800.0,825.1
Andhra Pradesh,CHITTOOR,1999,Whole Year,Onion,548.0,8149.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Kharif,Bajra,3248.0,2339.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Kharif,Cotton(lint),4410.0,7289.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Kharif,Groundnut,308.0,453.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Kharif,Rice,244655.0,628606.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Rabi,Groundnut,1015.0,1749.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Rabi,Rice,161551.0,645162.0,825.1
Andhra Pradesh,EAST GODAVARI,1999,Whole Year,Onion,252.0,4118.0,825.1
Andhra Pradesh,GUNTUR,1999,Kharif,Bajra,142.0,159.0,825.1
Andhra Pradesh,GUNTUR,1999,Kharif,Cotton(lint),139425.0,252605.0,825.1
Andhra Pradesh,GUNTUR,1999,Kharif,Groundnut,545.0,529.0,825.1
Andhra Pradesh,GUNTUR,1999,Kharif,Rice,302886.0,969414.0,825.1
Andhra Pradesh,GUNTUR,1999,Rabi,Groundnut,3450.0,7800.0,825.1
Andhra Pradesh,GUNTUR,1999,Rabi,Rice,14822.0,53167.0,825.1
Andhra Pradesh,GUNTUR,1999,Whole Year,Onion,1593.0,23110.0,825.1
Andhra Pradesh,KADAPA,1999,Kharif,Bajra,3478.0,3537.0,825.1
Andhra Pradesh,KADAPA,1999,Kharif,Cotton(lint),25038.0,27836.0,825.1
Andhra Pradesh,KADAPA,1999,Kharif,Groundnut,133978.0,34700.0,825.1
Andhra Pradesh,KADAPA,1999,Kharif,Rice,54783.0,134484.0,825.1
Andhra Pradesh,KADAPA,1999,Rabi,Bajra,777.0,790.0,825.1
Andhra Pradesh,KADAPA,1999,Rabi,Groundnut,25822.0,40308.0,825.1
Andhra Pradesh,KADAPA,1999,Rabi,Rice,6828.0,12921.0,825.1
Andhra Pradesh,KADAPA,1999,Rabi,Wheat,163.0,109.0,825.1
Andhra Pradesh,KADAPA,1999,Whole Year,Onion,4618.0,41792.0,825.1
Andhra Pradesh,KRISHNA,1999,Kharif,Cotton(lint),31696.0,52392.0,825.1
Andhra Pradesh,KRISHNA,1999,Kharif,Groundnut,3674.0,3810.0,825.1
Andhra Pradesh,KRISHNA,1999,Kharif,Rice,278415.0,834490.0,825.1
Andhra Pradesh,KRISHNA,1999,Rabi,Groundnut,6809.0,13223.0,825.1
Andhra Pradesh,KRISHNA,1999,Rabi,Rice,127888.0,457596.0,825.1
Andhra Pradesh,KRISHNA,1999,Whole Year,Onion,105.0,1735.0,825.1
Andhra Pradesh,KURNOOL,1999,Kharif,Bajra,15261.0,9187.0,825.1
Andhra Pradesh,KURNOOL,1999,Kharif,Cotton(lint),106402.0,118294.0,825.1
Andhra Pradesh,KURNOOL,1999,Kharif,Groundnut,195335.0,100793.0,825.1
Andhra Pradesh,KURNOOL,1999,Kharif,Rice,81640.0,225431.0,825.1
Andhra Pradesh,KURNOOL,1999,Rabi,Bajra,559.0,337.0,825.1
Andhra Pradesh,KURNOOL,1999,Rabi,Groundnut,30282.0,55053.0,825.1
Andhra Pradesh,KURNOOL,1999,Rabi,Rice,12430.0,35695.0,825.1
Andhra Pradesh,KURNOOL,1999,Rabi,Wheat,789.0,529.0,825.1
Andhra Pradesh,KURNOOL,1999,Whole Year,Onion,10678.0,156507.0,825.1
Andhra Pradesh,PRAKASAM,1999,Kharif,Bajra,15401.0,20668.0,825.1
Andhra Pradesh,PRAKASAM,1999,Kharif,Cotton(lint),41514.0,45665.0,825.1
Andhra Pradesh,PRAKASAM,1999,Kharif,Groundnut,5174.0,3984.0,825.1
Andhra Pradesh,PRAKASAM,1999,Kharif,Rice,70189.0,190583.0,825.1
Andhra Pradesh,PRAKASAM,1999,Rabi,Bajra,718.0,964.0,825.1
Andhra Pradesh,PRAKASAM,1999,Rabi,Groundnut,8241.0,10870.0,825.1
Andhra Pradesh,PRAKASAM,1999,Rabi,Rice,54885.0,129541.0,825.1
Andhra Pradesh,PRAKASAM,1999,Whole Year,Onion,303.0,4590.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Kharif,Bajra,2067.0,3706.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Kharif,Cotton(lint),4636.0,7663.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Kharif,Groundnut,5339.0,6380.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Kharif,Rice,45768.0,136695.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Rabi,Bajra,79.0,142.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Rabi,Groundnut,10766.0,22310.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Rabi,Rice,152441.0,407231.0,825.1
Andhra Pradesh,SPSR NELLORE,1999,Whole Year,Onion,35.0,459.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Kharif,Bajra,3672.0,5016.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Kharif,Cotton(lint),1700.0,2810.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Kharif,Groundnut,36853.0,27492.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Kharif,Rice,189027.0,323525.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Rabi,Groundnut,6284.0,9049.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Rabi,Rice,1703.0,5867.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Rabi,Wheat,5.0,3.0,825.1
Andhra Pradesh,SRIKAKULAM,1999,Whole Year,Onion,1404.0,27488.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif,Bajra,18351.0,16956.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif,Cotton(lint),1197.0,1979.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif,Groundnut,19218.0,21332.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif,Rice,103372.0,134010.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi,Groundnut,2346.0,4042.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi,Rice,3053.0,10836.0,825.1
Andhra Pradesh,VISAKHAPATANAM,1999,Whole Year,Onion,440.0,7224.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Kharif,Bajra,3910.0,3715.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Kharif,Cotton(lint),10494.0,17346.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Kharif,Groundnut,67553.0,69107.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Kharif,Rice,132185.0,250846.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Rabi,Groundnut,5876.0,8444.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Rabi,Rice,1985.0,6943.0,825.1
Andhra Pradesh,VIZIANAGARAM,1999,Whole Year,Onion,555.0,9081.0,825.1
Andhra Pradesh,WEST GODAVARI,1999,Kharif,Cotton(lint),1546.0,2555.0,825.1
Andhra Pradesh,WEST GODAVARI,1999,Kharif,Groundnut,658.0,913.0,825.1
Andhra Pradesh,WEST GODAVARI,1999,Kharif,Rice,267083.0,685440.0,825.1
Andhra Pradesh,WEST GODAVARI,1999,Rabi,Groundnut,2818.0,4545.0,825.1
Andhra Pradesh,WEST GODAVARI,1999,Rabi,Rice,193377.0,780930.0,825.1
Andhra Pradesh,ANANTAPUR,2000,Kharif,Bajra,2477.0,1449.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Kharif,Cotton(lint),12025.0,16128.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Kharif,Groundnut,791559.0,884963.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Kharif,Onion,1103.0,15470.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Kharif,Rice,39905.0,117680.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Rabi,Bajra,317.0,185.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Rabi,Groundnut,23048.0,23832.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Rabi,Onion,482.0,11514.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Rabi,Rice,22099.0,57236.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Rabi,Wheat,520.0,297.0,992.3
Andhra Pradesh,ANANTAPUR,2000,Whole Year,Potato,4.0,34.0,992.3
Andhra Pradesh,CHITTOOR,2000,Kharif,Bajra,3771.0,4936.0,992.3
Andhra Pradesh,CHITTOOR,2000,Kharif,Cotton(lint),19.0,25.0,992.3
Andhra Pradesh,CHITTOOR,2000,Kharif,Groundnut,192106.0,218617.0,992.3
Andhra Pradesh,CHITTOOR,2000,Kharif,Onion,286.0,3991.0,992.3
Andhra Pradesh,CHITTOOR,2000,Kharif,Rice,33776.0,89236.0,992.3
Andhra Pradesh,CHITTOOR,2000,Rabi,Bajra,393.0,514.0,992.3
Andhra Pradesh,CHITTOOR,2000,Rabi,Groundnut,22396.0,60156.0,992.3
Andhra Pradesh,CHITTOOR,2000,Rabi,Onion,230.0,5494.0,992.3
Andhra Pradesh,CHITTOOR,2000,Rabi,Rice,41442.0,97181.0,992.3
Andhra Pradesh,CHITTOOR,2000,Rabi,Wheat,5.0,3.0,992.3
Andhra Pradesh,CHITTOOR,2000,Whole Year,Potato,957.0,8177.0,992.3
Andhra Pradesh,EAST GODAVARI,2000,Kharif,Bajra,3034.0,2005.0,992.3
Andhra Pradesh,EAST GODAVARI,2000,Kharif,Cotton(lint),5580.0,10536.0,992.3
